,Titles,Total sales in million
5239,Momotarou Dentetsu 16,0.1
5240,Yu-Gi-Oh! 5D's Wheelie Breakers Read the review,0.1
5241,Truth or Lies,0.1
5242,Heavy Fire: Afghanistan,0.1
5243,Inazuma Eleven GO Strikers 2013,0.1
5244,Dancing on Ice,0.1
5245,Kamen Rider: Climax Heroes W,0.1
5246,Help Wanted: 50 Wacky Jobs,0.1
5247,Backyard Baseball '10,0.1
5248,Water Sports,0.1
5249,X-Men: Destiny,0.1
5250,Igor: The Game,0.1
5251,The Destiny of Zorro,0.1
5252,Tatsunoko vs. Capcom: Cross Generation of Heroes,0.1
5253,The Smurfs 2,0.1
5254,Attack of the Movies 3D,0.1
5255,Monkey Mischief! Party Time,0.1
5256,Rolling Stone: Drum King,0.1
5257,Tom Clancy's HAWX 2,0.1
5258,SCORE International Baja 1000: The Official Game,0.1
5259,Big League Sports,0.1
5260,Opoona,0.1
5261,Naruto Shippuuden: Gekitou Ninja Taisen! EX,0.1
5262,Pajama Sam: Don't Fear the Dark,0.1
5263,King of Clubs: Mini Golf,0.1
5264,The Secret Saturdays: Beasts of the 5th Sun,0.1
5265,Tornado Outbreak,0.1
5266,iCarly 2: iJoin The Click!,0.1
5267,Pro Evolution Soccer 2013,0.1
5268,Heatseeker,0.1
5269,National Geographic Challenge!,0.1
5270,Paws & Claws: Pet Vet,0.1
5271,"Blast Works: Build, Trade, Destroy",0.1
5272,Alvin and the Chipmunks: The Squeakquel,0.1
5273,Medal of Honor: Vanguard,0.1
5274,Code Lyoko: Quest for Infinity,0.1
5275,Family Party: 30 Great Games,0.09
5276,Little League World Series Baseball 2008,0.09
5277,Big League Sports: Summer,0.09
5278,Championship Foosball,0.09
5279,Rygar: The Battle of Argus,0.09
5280,Monopoly Collection,0.09
5281,Green Lantern: Rise of the Manhunters,0.09
5282,Alvin and the Chipmunks: Chipwrecked,0.09
5283,Generator Rex: Agent of Providence,0.09
5284,Kawasaki Quad Bikes,0.09
5285,Alien Monster Bowling League,0.09
5286,U-Sing 2,0.09
5287,Go Play: City Sports,0.09
5288,The Daring Game for Girls,0.09
5289,Animal Planet: Vet Life,0.09
5290,NERF N-Strike: Double Blast Bundle,0.09
5291,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,0.09
5292,Playmobil Circus,0.09
5293,Space Chimps,0.09
5294,Fishing Master World Tour,0.09
5295,Momu-chan Diet Wii: Figurobics by Chon Dayon,0.09
5296,Family GameShow,0.09
5297,Remington Super Slam Hunting: Alaska,0.09
5298,Rock Band Country Track Pack 2,0.09
5299,Ski and Shoot,0.09
5300,Naruto Shippuuden: Gekitou Ninja Taisen! EX 2,0.09
5301,BIT.TRIP COMPLETE Read the review,0.09
5302,The Mummy: Tomb of the Dragon Emperor,0.09
5303,MLB Superstars,0.09
5304,Jambo! Safari Animal Rescue,0.09
5305,Spider-Man: Edge of Time,0.09
5306,The Ant Bully,0.09
5307,Agatha Christie: Evil Under the Sun,0.09
5308,Jumper: Griffin's Story,0.09
5309,Karaoke Joysound Wii DX,0.09
5310,Great Party Games,0.09
5311,Data East Arcade Classics,0.09
5312,Busy Scissors,0.09
5313,Wacky World of Sports,0.09
5314,Jaws: Ultimate Predator,0.08
5315,Ski-Doo Snowmobile Challenge,0.08
5316,Get Fit with Mel B,0.08
5317,Mad Dog McCree: Gunslinger Pack,0.08
5318,Harvey Birdman: Attorney at Law,0.08
5319,Martian Panic,0.08
5320,We Sing Rock!,0.08
5321,Build 'n Race,0.08
5322,Jimmie Johnson's Anything With an Engine,0.08
5323,Kamen Rider: Super Climax Heroes,0.08
5324,Zero: Tsukihami no Kamen,0.08
5325,Ninjabread Man,0.08
5326,Jikkyou Powerful Pro Yakyuu 15,0.08
5327,SafeCracker: The Ultimate Puzzle Adventure,0.08
5328,Pony Friends 2,0.08
5329,Diva Girls: Divas on Ice,0.08
5330,Cartoon Network: Punch Time Explosion XL,0.08
5331,Happy Feet Two,0.08
5332,Pop'n Music,0.08
5333,Ice Age 2: The Meltdown,0.08
5334,Little League World Series Baseball: Double Play,0.08
5335,Super Sentai Battle: Ranger Cross,0.08
5336,"The $1,000,000 Pyramid",0.08
5337,Sengoku Musou 3: Moushouden,0.08
5338,Worms: A Space Oddity,0.08
5339,Rock Revolution,0.08
5340,Far Cry Vengeance,0.08
5341,Penny Racers Party: Turbo-Q Speedway,0.08
5342,10 Minute Solution,0.08
5343,Storybook Workshop,0.08
5344,Ultimate Duck Hunting,0.08
5345,Jikkyou Powerful Pro Yakyuu Next,0.08
5346,Cate West: The Vanishing Files,0.08
5347,Ultimate Party Challenge,0.08
5348,Team Elimination Games,0.08
5349,Lost in Blue: Shipwrecked,0.08
5350,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.08
5351,Man vs. Wild,0.08
5352,Aliens in the Attic,0.08
5353,Ultimate Shooting Collection,0.08
5354,Minna no Joushiki Ryoku TV,0.08
5355,Cosmic Family,0.08
5356,My First Songs,0.08
5357,Baroque Read the review,0.08
5358,Party Pigs: Farmyard Games,0.08
5359,Agatha Christie: And Then There Were None,0.07
5360,Kung Fu Panda: Legendary Warriors,0.07
5361,Naruto Shippuuden: Gekitou Ninja Taisen! EX 3,0.07
5362,Animal Kingdom: Wildlife Expedition,0.07
5363,Gunblade NY & L.A. Machineguns Arcade Hits Pack,0.07
5364,The Croods: Prehistoric Party!,0.07
5365,World Party Games,0.07
5366,Rogue Trooper: Quartz Zone Massacre,0.07
5367,America's Next Top Model,0.07
5368,Speed Zone,0.07
5369,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,0.07
5370,Disaster: Day of Crisis,0.07
5371,Crayola: Colorful Journey,0.07
5372,Rugby League 3,0.07
5373,Let's Paint,0.07
5374,Yamaha Supercross,0.07
5375,SNK Arcade Classics Vol. 1,0.07
5376,Winter Sports 2011,0.07
5377,Open Season,0.07
5378,Dave Mirra BMX Challenge,0.07
5379,Target: Terror,0.07
5380,Pizza Delivery Boy,0.07
5381,Dream Dance & Cheer,0.07
5382,Billy's Boot Camp: Wii de Enjoy Diet!,0.07
5383,Heavenly Guardian,0.07
5384,Zumba Fitness Core,0.07
5385,Anubis II,0.07
5386,Suzumiya Haruhi no Gekidou,0.07
5387,Shin Chan: Las Nuevas Aventuras Para Wii!,0.07
5388,Freddi Fish: Kelp Seed Mystery,0.07
5389,Build-A-Bear Workshop: Friendship Valley,0.07
5390,Basketball Hall of Fame Ultimate Hoops Challenge,0.07
5391,Reader Rabbit 1st Grade,0.07
5392,Fantasy Aquarium World,0.07
5393,Tournament of Legends Read the review,0.07
5394,Family Trainer: Treasure Adventure,0.07
5395,Cabela's Trophy Bucks,0.06
5396,Bleach: Versus Crusade,0.06
5397,Escape from Bug Island,0.06
5398,Kamen Rider: Dragon Knight,0.06
5399,Cold Stone Creamery: Scoop It Up,0.06
5400,Legend of the Dragon,0.06
5401,Fishing Master (jp sales),0.06
5402,Fast Food Panic,0.06
5403,NHL 2K9,0.06
5404,Octomania,0.06
5405,Showtime Championship Boxing,0.06
5406,Chrysler Classic Racing,0.06
5407,Spy Fox in Dry Cereal,0.06
5408,Spy Games: Elevator Mission,0.06
5409,Speed,0.06
5410,Secret Files: Tunguska,0.06
5411,Another Code R: A Journey into Lost Memories,0.06
5412,Naruto Shippuden: Gekitou Ninja Taisen Special,0.06
5413,Cocoto Kart Racer,0.06
5414,Alien Syndrome,0.06
5415,Chevrolet Camaro: Wild Ride,0.06
5416,Crazy Chicken Tales,0.06
5417,Grey's Anatomy: The Video Game,0.06
5418,Santa Claus Is Comin' to Town!,0.06
5419,Puzzler Collection,0.06
5420,Pheasants Forever Wingshooter,0.06
5421,Ivy the Kiwi?,0.06
5422,Dance Sensation!,0.06
5423,Brave: A Warrior's Tale Read the review,0.06
5424,Rooms: The Main Building,0.06
5425,Flip's Twisted World,0.06
5426,Challenge Me: Brain Puzzles 2,0.06
5427,Samurai Shodown Anthology,0.06
5428,World Championship Athletics,0.06
5429,SD Gundam G Generation Wars,0.06
5430,Roogoo Twisted Towers,0.06
5431,PopStar Guitar,0.06
5432,Alvin and the Chipmunks,0.05
5433,Kid Fit Island Resort,0.05
5434,My Fitness Coach: Club,0.05
5435,Coraline,0.05
5436,Captain America: Super Soldier,0.05
5437,Vertigo,0.05
5438,PokePark 2: Wonders Beyond,0.05
5439,Defendin' De Penguin,0.05
5440,Puyo Puyo 7,0.05
5441,Pretty Cure All Stars Everyone Gather? Let's Dance!,0.05
5442,Domino Rally,0.05
5443,Centipede: Infestation,0.05
5444,Countdown: The Game,0.05
5445,Sled Shred featuring the Jamaican Bobsled Team,0.05
5446,My Horse & Me: Riding for Gold,0.05
5447,Major Minor's Majestic March Read the review,0.05
5448,Myth Makers: Orbs of Doom,0.05
5449,Mr Bean's Wacky World of Wii,0.05
5450,Back to the Future: The Game,0.05
5451,Hysteria Hospital: Emergency Ward,0.05
5452,Wicked Monster Blast!,0.05
5453,Kart Racer,0.05
5454,Sam & Max: Beyond Time and Space,0.05
5455,Jenga World Tour,0.05
5456,Super Robot Taisen Neo,0.05
5457,Hotel for Dogs,0.05
5458,Dream Salon,0.05
5459,Furu Furu Park,0.05
5460,SD Gundam: Scad Hammers,0.05
5461,Reader Rabbit 2nd Grade,0.05
5462,The Grim Adventures Of Billy & Mandy,0.05
5463,Pirates vs Ninja Dodgeball,0.05
5464,Winter Sports 3: The Great Tournament,0.05
5465,Gem Smashers,0.05
5466,Sushi Go-Round,0.05
5467,Wii de Asobu Chibi-Robo!,0.05
5468,SD Gundam G Generation World,0.05
5469,Billy the Wizard: Rocket Broomstick Racing,0.05
5470,World Series of Poker: Tournament of Champions 2007 Edition,0.05
5471,Balloon Pop,0.05
5472,Wing Island,0.05
5473,MiniCopter: Adventure Flight,0.05
5474,Wonder World Amusement Park,0.05
5475,Counter Force,0.05
5476,Pool Party,0.05
5477,My Body Coach,0.05
5478,Pool Hall Pro,0.05
5479,Fantastic Four: Rise of the Silver Surfer,0.05
5480,Active Life: Magical Carnival,0.05
5481,The Tale of Despereaux,0.04
5482,Honda ATV Fever,0.04
5483,Disney Planes Fire & Rescue,0.04
5484,Harley-Davidson: Road Trip,0.04
5485,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,0.04
5486,Backyard Baseball '09,0.04
5487,M&M's Beach Party,0.04
5488,Monster Trux Arenas: Special Edition,0.04
5489,Castle of Shikigami III,0.04
5490,Jerry Rice and Nitus' Dog Football,0.04
5491,SPRay,0.04
5492,Battle Rage,0.04
5493,Myth Makers: Trixie in Toyland,0.04
5494,Sea Monsters: A Prehistoric Adventure,0.04
5495,The Monkey King: The Legend Begins,0.04
5496,The Kore Gang,0.04
5497,Mortimer Beckett and the Secrets of Spooky Manor,0.04
5498,Gormiti: The Lords of Nature!,0.04
5499,Guilty Gear XX Accent Core,0.04
5500,Barnyard,0.04
5501,Arctic Tale,0.04
5502,North American Hunting Extravaganza 2,0.04
5503,Free Running,0.04
5504,Gummy Bears Mini Golf,0.04
5505,Luxor: Pharaoh's Challenge,0.04
5506,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,0.04
5507,Twin Strike: Operation Thunder,0.04
5508,NatGeo Challenge! Wild Life,0.04
5509,Sherlock Holmes: Secret of The Silver Earring,0.04
5510,City Builder,0.04
5511,Glacier2,0.04
5512,Sleepover Party,0.04
5513,Story Hour: Fairy Tales,0.04
5514,Bionicle Heroes,0.04
5515,Sudoku Ball Detective,0.04
5516,Jikkyou Powerful Major League 2009,0.04
5517,Cook Wars,0.04
5518,Barbie and Her Sisters Puppy Rescue,0.04
5519,Zenkoku Dekotora Matsuri,0.03
5520,Marines: Modern Urban Combat,0.03
5521,Kekkaishi: Kokubourou no Kage,0.03
5522,Swords,0.03
5523,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,0.03
5524,Kevin Van Dam: Big Bass Challenge,0.03
5525,Safari Adventures: Africa,0.03
5526,Maximum Racing: Drag & Stock Racer,0.03
5527,Max & the Magic Marker,0.03
5528,Jewel Master: Cradle of Rome,0.03
5529,Maximum Racing: GP Classic Racing,0.03
5530,Beastly,0.03
5531,thinkSMART FAMILY!,0.03
5532,Eyeshield 21: Field Saikyou no Senshi Tachi,0.03
5533,Who Wants to be a Millionaire: 1st Edition,0.03
5534,Guilty Gear XX Accent Core Plus,0.03
5535,Heathcliff! The Fast and the Furriest,0.03
5536,Boot Camp Academy,0.03
5537,Story Hour: Adventures,0.03
5538,SD Gundam: Gashapon Wars,0.03
5539,Pacific Liberator,0.03
5540,Secret Files 2: Puritas Cordis,0.03
5541,Puzzle Challenge: Crosswords and More!,0.03
5542,The Island of Dr. Frankenstein,0.03
5543,Young Justice: Legacy,0.03
5544,101-in-1 Sports Party Megamix,0.03
5545,Driver: Parallel Lines,0.03
5546,Gintama: Banji Oku Chuubu!,0.03
5547,Let's Dance with Mel B,0.03
5548,My Ballet Studio,0.03
5549,CID The Dummy,0.03
5550,Backyard NFL Football,0.03
5551,Monster Mayhem: Build and Battle,0.03
5552,Kawasaki Snowmobiles,0.03
5553,Ocean Commander,0.03
5554,Let's Play Ballerina,0.03
5555,My Animal Centre,0.03
5556,Pro Yakyuu Family Stadium,0.03
5557,Combat Wings: The Great Battles of WWII,0.03
5558,Rock 'N' Roll Adventures,0.03
5559,QUIZ PARTY,0.03
5560,Who Wants to be a Millionaire: 2nd Edition,0.02
5561,Let's Play Garden,0.02
5562,Chuck E. Cheese's Sports Games,0.02
5563,Dance Dance Revolution: Hottest Party 5,0.02
5564,Wii de Asobu: Metroid Prime,0.02
5565,TV Total Events,0.02
5566,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,0.02
5567,Cocoto Magic Circus,0.02
5568,George of the Jungle and the Search for the Secret,0.02
5569,Bigfoot King of Crush,0.02
5570,Crazy Machines,0.02
5571,Suzumiya Haruhi no Heiretsu,0.02
5572,G1 Jockey Wii,0.02
5573,Line Rider 2: Unbound,0.02
5574,Kawasaki Jet Ski,0.02
5575,Triple Crown Championship Snowboarding,0.02
5576,Saint,0.02
5577,Geon Cube,0.02
5578,Fritz Chess,0.02
5579,Ferrari Challenge Trofeo Pirelli Deluxe,0.02
5580,Balls of Fury,0.02
5581,Jinsei Game Wii,0.02
5582,World Championship Poker featuring Howard Lederer: All In,0.02
5583,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,0.02
5584,Daikaijuu Battle: Ultra Coliseum,0.02
5585,Casper's Scare School: Spooky Sports Day,0.02
5586,Princess Isabella: A Witch's Curse,0.02
5587,Thomas & Friends: Hero of the Rails,0.02
5588,Chuck E. Cheese's Super Collection,0.02
5589,Super Fruit Fall,0.02
5590,Jelly Belly: Ballistic Beans,0.02
5591,Ten Pin Alley 2,0.02
5592,Army Rescue,0.02
5593,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),0.02
5594,Maximum Racing: Crash Car Racer,0.02
5595,Winter Blast: 9 Snow & Ice Games,0.02
5596,The Cube,0.02
5597,Germany's Next Topmodel 2011,0.02
5598,Earth Seeker,0.02
5599,Horrid Henry: Missions of Mischief,0.02
5600,Mary King's Riding School 2,0.02
5601,Rock Blast,0.02
5602,Emergency Mayhem,0.02
5603,Titanic Mystery,0.02
5604,Haneru no Tobira Wii: Girigirissu,0.02
5605,Wild West Shootout,0.02
5606,Canada Hunt,0.02
5607,Myth Makers: Super Kart GP,0.02
5608,Summer Challenge: Athletics Tournament,0.02
5609,Soul Eater: Monotone Princess,0.02
5610,Ferrari: The Race Experience,0.02
5611,Pippa Funnell: Ranch Rescue,0.02
5612,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,0.02
5613,Turbo: Super Stunt Squad,0.02
5614,Pirates PlundArrr,0.02
5615,Marvel Superheroes 3D: Grandmaster's Challenge,0.02
5616,Gummy Bears Magical Medallion,0.02
5617,GTI Club: Supermini Festa!,0.02
5618,Monster Trux Offroad,0.02
5619,Dance! It's Your Stage,0.02
5620,Truck Racer,0.02
5621,I Love Horses: Rider's Paradise,0.02
5622,Penguins of Madagascar,0.02
5623,Super PickUps,0.01
5624,Major Dream: Major Wii Nagero! Gyroball!!,0.01
5625,Brave: The Video Game,0.01
5626,PDC World Championship Darts 2009,0.01
5627,Turbo Trainz,0.01
5628,SoulCalibur Legends (JP sales),0.01
5629,Captain Morgane and the Golden Turtle,0.01
5630,Satisfashion,0.01
5631,Groovin' Blocks,0.01
5632,Family Jockey,0.01
5633,Sengoku Basara 2 Heroes,0.01
5634,Doraemon Wii: Himitsu Douguou Ketteisen!,0.01
5635,Transformers: Prime,0.01
5636,Happy Dance Collection,0.01
5637,Fullmetal Alchemist: Prince of the Dawn,0.01
5638,Let's Sing 2019,0.01
5639,Monster High: New Ghoul in School,0.01
5640,Aladdin Magic Racer,0.01
5641,th!nk Logic Trainer,0.01
5642,The Ultimate Battle of the Sexes,0.01
5643,The Cages: Pro Style Batting Practice,0.01
5644,Katekyoo Hitman Reborn! Kindan no Yami no Delta,0.01
5645,Captain Rainbow,0.01
5646,Case Closed: One Truth Prevails,0.01
5647,Bomberman,0.01
5648,Help Wanted: 50 Wacky Jobs (jp sales),0.01
5649,Mahou Sensei Negima!? Neo-Pactio Fight!!,0.01
5650,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,0.01
5651,Mini Desktop Racing,0.01
5652,Pirate Blast,0.01
5653,Offshore Tycoon,0.01
5654,Fit & Fun,0.01
5655,Takt of Magic,0.01
5656,Anime Slot Revolution: Pachi-Slot Mobile Suit Gundam II - Ai Senshi Hen,0.01
5657,Smiley World: Island Challenge,0.01
5658,Bob the Builder: Festival of Fun,0.01
5659,Rebel Raiders: Operation Nighthawk,0.01
5660,Just Dance: Disney Party 2,0.01
5661,Chegger's Party Quiz,0.01
5662,Challenge Me: Word Puzzles,0.01
5663,Action Girlz Racing,0.01
5664,Anpanman Niko Niko Party,0.01
5665,Winning Post World 2010,0.01
5666,Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection,0.01
5667,Kidz Sports International Soccer,0.01
5668,Maximum Racing: Super Karts,0.01
5669,Rig Racer 2,0.01
5670,Survivor,0.01
5671,Bermuda Triangle: Saving the Coral,0.01
5672,Nodame Cantabile: Dream * Orchestra,0.01
5673,Kidz Sports: Basketball,0.01
5674,Deal or No Deal: The Banker is Back!,0.01
5675,Maximum Racing: Super Truck Racer,0.01
5676,Maximum Racing: Sprint Cars,0.01
5677,FlatOut,0.01
5678,Pro Golfer Saru,0.01
5679,Gegege no Kitarou: Youkai Daiundoukai,0.01
5680,Hyper Fighters,0.01
5681,Once Upon A Time,0.01
5682,Radirgy Noa Wii,0.01
5683,Maximum Racing: Rally Racer,0.01
5684,Kidz Sports: Ice Hockey,0.01
5685,Simple 2000 Series Wii Vol. 2: The Party Game,0.01
5686,Harukanaru Toki no Naka de 4,0.01
5687,Fantastic Football Fan Party,0.01
5688,WSC Real 09: World Championship Snooker,0.0
5689,Ougon no Kizuna,0.0
5690,Mahjong Kakutou Club Wii: Wi-Fi Taiou,0.0
5691,Top Trumps: Doctor Who,0.0
5692,We Sing 80s,0.0
5693,Major Dream: Major Wii Perfect Closer,0.0
5694,The Garfield Show: Threat of the Space Lasagna,0.0
5695,Winning Post 7 Maximum 2008,0.0
5696,Rhythm Heaven Fever Read the review,0.0
5697,Madden NFL 09 All-Play (weekly US sales),0.0
5698,Super Sonic Racer,0.0
5699,G1 Jockey Wii 2008,0.0
5700,Wii Chess,0.0
5701,Horrible Histories: Ruthless Romans,0.0
5702,Wii de Asobu: Metroid Prime 2: Dark Echoes,0.0
5703,Golden Balls,0.0
5704,Telly Addicts,0.0
5705,London Taxi: Rushour,0.0
5706,Relaxuma: Minna de Goyururi Seikatsu,0.0
5707,Jungle Kartz,0.0
5708,Offroad Extreme! Special Edition,0.0
5709,Musiic Party: Rock the House,0.0
5710,DT Carnage,0.0
5711,Kylie Sing and Dance,0.0
5712,Imagine: Champion Rider,0.0
5713,Dokapon Kingdom (JP sales),0.0
5714,Doctor Fizzwizzle's Animal Rescue,0.0
5715,Jinsei Game Wii EX,0.0
5716,Clever Kids: Creepy Crawlies,0.0
5717,Disney Princess: My Fairytale Adventure,0.0
5718,We Dare: Flirty Fun For All,0.0
5719,Winning Post World,0.0
5720,WSC REAL 08: World Snooker Championship,0.0
5721,Ben 10 Omniverse 2,0.0
5722,Doala de Wii,0.0
5723,The Hip Hop Dance Experience,0.0
5724,Dance Party: Club Hits,0.0
5725,Knockout Party,0.0
5726,Samantha Swift and the Secret Scroll,0.0
5727,My Spanish Coach,0.0
5728,Marine Life Rescue,0.0
5729,Real Madrid: The Game,0.0
5730,Castle of Shikigami III (JP sales),0.0
5731,Nihon Yakyuu Kikou Shounin: Batting Revolution,0.0
5732,Classic British Motor Racing,0.0
5733,Alan Hansen's Sports Challenge,0.0
5734,Asterix at the Olympic Games,0.0
5735,My French Coach,0.0
5736,Kotoba no Puzzle: Mojipittan Wii Deluxe,0.0
5737,International Athletics,0.0
5738,California Sports,0.0
5739,Fix it: Home improvement challenge,0.0
5740,Mind. Body. Soul.: Nutrition Matters,0.0
5741,Major Minor's Majestic March (jp sales),0.0
5742,Battle of the Bands,0.0
5743,Andrew Lloyd Webber Musicals: Sing and Dance,0.0
5744,Family Quiz,0.0
5745,Reader Rabbit Preschool,0.0
5746,Get Up Games: Family Sports,0.0
5747,Ready Steady Cook: The Game,0.0
5748,King of Pool,0.0
5749,Circus Wii,0.0
5750,Gold's Gym: Dance Workout (JP sales),0.0
5751,Battle of the Bands,0.0
5752,Rise of the Guardians: The Video Game,0.0
5753,Aqua Panic!,0.0
5754,Runaway: The Dream of the Turtle,0.0
5755,The Voice,0.0
5756,Victorious: Taking the Lead,0.0
5757,Margot's Bepuzzled!,0.0
5758,Samurai Warriors 3: Xtreme Legends,0.0
5759,Ninja Captains,0.0
5760,We Sing Down Under,0.0
5761,Enclave: Shadows of Twilight,0.0
5762,The Crown of Midas,0.0
5763,My Baby and Me,0.0
5764,Minecraft,1.47
5765,Paper Mario: Color Splash,0.87
5766,Wii Fit U,0.86
5767,Xenoblade Chronicles X,0.84
5768,ZombiU Read the review,0.84
5769,Mario & Sonic at the Sochi 2014 Olympic Winter Games,0.8
5770,Lego Marvel Super Heroes,0.76
5771,Skylanders: Trap Team,0.75
5772,Just Dance 2015,0.75
5773,Monster Hunter 3 Ultimate,0.71
5774,Disney Infinity 2.0: Marvel Super Heroes,0.7
5775,Rayman Legends Read the review,0.68
5776,Disney Infinity,0.67
5777,The LEGO Movie Videogame,0.66
5778,LEGO Dimensions,0.65
5779,Just Dance 2014,0.64
5780,Skylanders SWAP Force,0.61
5781,Just Dance 2016,0.6
5782,Skylanders: SuperChargers,0.59
5783,Kirby and the Rainbow Curse,0.58
5784,LEGO Jurassic World Read the review,0.57
5785,Disney Infinity 3.0,0.55
5786,Mario Tennis Ultra Smash,0.54
5787,Sonic & Sega All-Stars Racing Transformed Read the review,0.53
5788,FIFA 13,0.49
5789,Animal Crossing: Amiibo Festival,0.49
5790,Mario & Sonic at the Rio 2016 Olympic Games,0.49
5791,Lego Batman 3: Beyond Gotham,0.45
5792,Skylanders Imaginators,0.45
5793,Star Fox: Zero,0.44
5794,Just Dance 2017,0.43
5795,Dragon Quest X,0.42
5796,Call of Duty: Black Ops II Read the review,0.42
5797,Skylanders Giants,0.39
5798,Wii Sports Club,0.38
5799,Just Dance 4,0.38
5800,Scribblenauts: Unlimited Read the review,0.38
5801,Batman: Arkham City Armored Edition,0.37
5802,Sonic Lost World Read the review,0.37
5803,ESPN: Sports Connection,0.36
5804,The Wonderful 101 Read the review,0.36
5805,Assassin's Creed III,0.36
5806,Call of Duty: Ghosts,0.35
5807,Tokyo Mirage Sessions #FE,0.33
5808,LEGO Marvel's Avengers,0.32
